,주소,위도,경도
142,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
143,세종특별자치시 어진동 호수의아침,,
144,세종특별자치시 어진동 2차푸르지오시티,,
145,세종특별자치시 어진동 2차푸르지오시티,,
146,세종특별자치시 어진동 푸르지오시티,,
147,세종특별자치시 어진동 2차푸르지오시티,,
148,세종특별자치시 어진동 2차푸르지오시티,,
149,세종특별자치시 어진동 푸르지오시티,,
150,세종특별자치시 어진동 푸르지오시티,,
151,세종특별자치시 어진동 푸르지오시티,,
152,세종특별자치시 어진동 푸르지오시티,,
153,세종특별자치시 어진동 푸르지오시티,,
154,세종특별자치시 어진동 푸르지오시티,,
155,세종특별자치시 어진동 호수의아침,,
156,세종특별자치시 어진동 2차푸르지오시티,,
157,세종특별자치시 어진동 2차푸르지오시티,,
158,세종특별자치시 어진동 푸르지오시티,,
159,세종특별자치시 어진동 2차푸르지오시티,,
160,세종특별자치시 어진동 호수의아침,,
161,세종특별자치시 어진동 호수의아침,,
162,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
163,세종특별자치시 어진동 푸르지오시티,,
164,세종특별자치시 어진동 푸르지오시티,,
165,세종특별자치시 어진동 푸르지오시티,,
166,세종특별자치시 어진동 2차푸르지오시티,,
167,세종특별자치시 어진동 2차푸르지오시티,,
168,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
169,세종특별자치시 어진동 푸르지오시티,,
170,세종특별자치시 조치원읍 침산리 258-6 1동(258-6),36.6042354194725,127.29413357007
171,세종특별자치시 어진동 푸르지오시티,,
172,세종특별자치시 어진동 푸르지오시티,,
173,세종특별자치시 어진동 호수의아침,,
174,세종특별자치시 어진동 푸르지오시티,,
175,세종특별자치시 어진동 2차푸르지오시티,,
176,세종특별자치시 어진동 2차푸르지오시티,,
177,세종특별자치시 어진동 푸르지오시티,,
178,세종특별자치시 어진동 푸르지오시티,,
179,세종특별자치시 어진동 푸르지오시티,,
180,세종특별자치시 어진동 2차푸르지오시티,,
181,세종특별자치시 어진동 2차푸르지오시티,,
182,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
183,세종특별자치시 어진동 2차푸르지오시티,,
184,세종특별자치시 어진동 2차푸르지오시티,,
185,세종특별자치시 어진동 푸르지오시티,,
186,세종특별자치시 어진동 2차푸르지오시티,,
187,세종특별자치시 어진동 푸르지오시티,,
188,세종특별자치시 어진동 2차푸르지오시티,,
189,세종특별자치시 어진동 2차푸르지오시티,,
190,세종특별자치시 어진동 2차푸르지오시티,,
191,세종특별자치시 어진동 2차푸르지오시티,,
192,세종특별자치시 어진동 푸르지오시티,,
193,세종특별자치시 어진동 푸르지오시티,,
194,세종특별자치시 어진동 푸르지오시티,,
195,세종특별자치시 어진동 푸르지오시티,,
196,세종특별자치시 어진동 2차푸르지오시티,,
197,세종특별자치시 어진동 2차푸르지오시티,,
198,세종특별자치시 어진동 푸르지오시티,,
199,세종특별자치시 어진동 2차푸르지오시티,,
200,세종특별자치시 어진동 2차푸르지오시티,,
201,세종특별자치시 어진동 2차푸르지오시티,,
202,세종특별자치시 어진동 푸르지오시티,,
203,세종특별자치시 어진동 푸르지오시티,,
204,세종특별자치시 어진동 2차푸르지오시티,,
205,세종특별자치시 어진동 2차푸르지오시티,,
206,세종특별자치시 어진동 푸르지오시티,,
207,세종특별자치시 어진동 푸르지오시티,,
208,세종특별자치시 어진동 호수의아침,,
209,세종특별자치시 어진동 푸르지오시티,,
210,세종특별자치시 어진동 2차푸르지오시티,,
211,세종특별자치시 어진동 2차푸르지오시티,,
212,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
213,세종특별자치시 어진동 푸르지오시티,,
214,세종특별자치시 어진동 2차푸르지오시티,,
215,세종특별자치시 어진동 푸르지오시티,,
216,세종특별자치시 어진동 2차푸르지오시티,,
217,세종특별자치시 어진동 푸르지오시티,,
218,세종특별자치시 어진동 2차푸르지오시티,,
219,세종특별자치시 어진동 푸르지오시티,,
220,세종특별자치시 어진동 푸르지오시티,,
221,세종특별자치시 어진동 2차푸르지오시티,,
222,세종특별자치시 어진동 푸르지오시티,,
223,세종특별자치시 어진동 2차푸르지오시티,,
224,세종특별자치시 어진동 2차푸르지오시티,,
225,세종특별자치시 어진동 푸르지오시티,,
226,세종특별자치시 어진동 푸르지오시티,,
227,세종특별자치시 어진동 푸르지오시티,,
228,세종특별자치시 어진동 푸르지오시티,,
229,세종특별자치시 어진동 푸르지오시티,,
230,세종특별자치시 어진동 2차푸르지오시티,,
231,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
232,세종특별자치시 어진동 2차푸르지오시티,,
233,세종특별자치시 어진동 푸르지오시티,,
234,세종특별자치시 어진동 푸르지오시티,,
235,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
236,세종특별자치시 어진동 2차푸르지오시티,,
237,세종특별자치시 어진동 2차푸르지오시티,,
238,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
239,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
240,세종특별자치시 어진동 2차푸르지오시티,,
241,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
242,세종특별자치시 어진동 푸르지오시티,,
243,세종특별자치시 어진동 2차푸르지오시티,,
244,세종특별자치시 어진동 2차푸르지오시티,,
245,세종특별자치시 어진동 2차푸르지오시티,,
246,세종특별자치시 어진동 푸르지오시티,,
247,세종특별자치시 어진동 2차푸르지오시티,,
248,세종특별자치시 어진동 2차푸르지오시티,,
249,세종특별자치시 어진동 푸르지오시티,,
250,세종특별자치시 어진동 푸르지오시티,,
251,세종특별자치시 어진동 2차푸르지오시티,,
252,세종특별자치시 어진동 푸르지오시티,,
253,세종특별자치시 어진동 2차푸르지오시티,,
254,세종특별자치시 어진동 푸르지오시티,,
255,세종특별자치시 어진동 호수의아침,,
256,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
257,세종특별자치시 어진동 푸르지오시티,,
258,세종특별자치시 어진동 2차푸르지오시티,,
259,세종특별자치시 어진동 호수의아침,,
260,세종특별자치시 어진동 2차푸르지오시티,,
261,세종특별자치시 어진동 푸르지오시티,,
262,세종특별자치시 어진동 호수의아침,,
263,세종특별자치시 어진동 푸르지오시티,,
264,세종특별자치시 어진동 푸르지오시티,,
265,세종특별자치시 어진동 2차푸르지오시티,,
266,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
267,세종특별자치시 어진동 푸르지오시티,,
268,세종특별자치시 어진동 푸르지오시티,,
269,세종특별자치시 어진동 푸르지오시티,,
270,세종특별자치시 어진동 2차푸르지오시티,,
271,세종특별자치시 어진동 호수의아침,,
272,세종특별자치시 어진동 푸르지오시티,,
273,세종특별자치시 어진동 푸르지오시티,,
274,세종특별자치시 어진동 호수의아침,,
275,세종특별자치시 어진동 2차푸르지오시티,,
276,세종특별자치시 어진동 푸르지오시티,,
277,세종특별자치시 어진동 2차푸르지오시티,,
278,세종특별자치시 어진동 2차푸르지오시티,,
279,세종특별자치시 어진동 푸르지오시티,,
280,세종특별자치시 어진동 2차푸르지오시티,,
281,세종특별자치시 어진동 푸르지오시티,,
282,세종특별자치시 어진동 2차푸르지오시티,,
283,세종특별자치시 어진동 2차푸르지오시티,,
284,세종특별자치시 어진동 2차푸르지오시티,,
285,세종특별자치시 어진동 푸르지오시티,,
286,세종특별자치시 어진동 2차푸르지오시티,,
287,세종특별자치시 어진동 2차푸르지오시티,,
288,세종특별자치시 어진동 푸르지오시티,,
289,세종특별자치시 어진동 호수의아침,,
290,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
291,세종특별자치시 어진동 2차푸르지오시티,,
292,세종특별자치시 어진동 2차푸르지오시티,,
293,세종특별자치시 어진동 푸르지오시티,,
294,세종특별자치시 어진동 2차푸르지오시티,,
295,세종특별자치시 어진동 호수의아침,,
296,세종특별자치시 어진동 호수의아침,,
297,세종특별자치시 어진동 푸르지오시티,,
298,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
299,세종특별자치시 어진동 푸르지오시티,,
300,세종특별자치시 어진동 호수의아침,,
301,세종특별자치시 어진동 2차푸르지오시티,,
302,세종특별자치시 어진동 2차푸르지오시티,,
303,세종특별자치시 어진동 푸르지오시티,,
304,세종특별자치시 어진동 호수의아침,,
305,세종특별자치시 어진동 2차푸르지오시티,,
306,세종특별자치시 어진동 푸르지오시티,,
307,세종특별자치시 어진동 푸르지오시티,,
308,세종특별자치시 어진동 푸르지오시티,,
309,세종특별자치시 어진동 호수의아침,,
310,세종특별자치시 어진동 2차푸르지오시티,,
311,세종특별자치시 어진동 2차푸르지오시티,,
312,세종특별자치시 어진동 푸르지오시티,,
313,세종특별자치시 어진동 푸르지오시티,,
314,세종특별자치시 어진동 호수의아침,,
315,세종특별자치시 어진동 호수의아침,,
316,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
317,세종특별자치시 어진동 2차푸르지오시티,,
318,세종특별자치시 어진동 푸르지오시티,,
319,세종특별자치시 어진동 호수의아침,,
320,세종특별자치시 어진동 2차푸르지오시티,,
321,세종특별자치시 어진동 푸르지오시티,,
322,세종특별자치시 나성동 더리치세종의아침,,
323,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
324,세종특별자치시 어진동 푸르지오시티,,
325,세종특별자치시 어진동 푸르지오시티,,
326,세종특별자치시 어진동 푸르지오시티,,
327,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
328,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
329,세종특별자치시 어진동 푸르지오시티,,
330,세종특별자치시 어진동 호수의아침,,
331,세종특별자치시 어진동 푸르지오시티,,
332,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
333,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
334,세종특별자치시 어진동 2차푸르지오시티,,
335,세종특별자치시 어진동 2차푸르지오시티,,
336,세종특별자치시 어진동 2차푸르지오시티,,
337,세종특별자치시 어진동 2차푸르지오시티,,
338,세종특별자치시 어진동 2차푸르지오시티,,
339,세종특별자치시 어진동 푸르지오시티,,
340,세종특별자치시 어진동 호수의아침,,
341,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
342,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
343,세종특별자치시 어진동 2차푸르지오시티,,
344,세종특별자치시 어진동 푸르지오시티,,
345,세종특별자치시 어진동 푸르지오시티,,
346,세종특별자치시 어진동 호수의아침,,
347,세종특별자치시 어진동 푸르지오시티,,
348,세종특별자치시 어진동 푸르지오시티,,
349,세종특별자치시 어진동 호수의아침,,
350,세종특별자치시 어진동 푸르지오시티,,
351,세종특별자치시 어진동 2차푸르지오시티,,
352,세종특별자치시 어진동 2차푸르지오시티,,
353,세종특별자치시 어진동 푸르지오시티,,
354,세종특별자치시 어진동 푸르지오시티,,
355,세종특별자치시 어진동 2차푸르지오시티,,
356,세종특별자치시 어진동 푸르지오시티,,
357,세종특별자치시 어진동 푸르지오시티,,
358,세종특별자치시 어진동 호수의아침,,
359,세종특별자치시 어진동 2차푸르지오시티,,
360,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
361,세종특별자치시 어진동 2차푸르지오시티,,
362,세종특별자치시 어진동 푸르지오시티,,
363,세종특별자치시 어진동 푸르지오시티,,
364,세종특별자치시 어진동 호수의아침,,
365,세종특별자치시 어진동 2차푸르지오시티,,
366,세종특별자치시 어진동 2차푸르지오시티,,
367,세종특별자치시 어진동 푸르지오시티,,
368,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
369,세종특별자치시 어진동 푸르지오시티,,
370,세종특별자치시 어진동 호수의아침,,
371,세종특별자치시 어진동 2차푸르지오시티,,
372,세종특별자치시 어진동 푸르지오시티,,
373,세종특별자치시 어진동 호수의아침,,
374,세종특별자치시 어진동 호수의아침,,
375,세종특별자치시 어진동 푸르지오시티,,
376,세종특별자치시 어진동 푸르지오시티,,
377,세종특별자치시 어진동 푸르지오시티,,
378,세종특별자치시 어진동 푸르지오시티,,
379,세종특별자치시 어진동 푸르지오시티,,
380,세종특별자치시 어진동 호수의아침,,
381,세종특별자치시 어진동 2차푸르지오시티,,
382,세종특별자치시 나성동 더리치세종의아침,,
383,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
384,세종특별자치시 어진동 2차푸르지오시티,,
385,세종특별자치시 어진동 호수의아침,,
386,세종특별자치시 어진동 호수의아침,,
387,세종특별자치시 어진동 푸르지오시티,,
388,세종특별자치시 어진동 호수의아침,,
389,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
390,세종특별자치시 어진동 2차푸르지오시티,,
391,세종특별자치시 어진동 2차푸르지오시티,,
392,세종특별자치시 어진동 푸르지오시티,,
393,세종특별자치시 어진동 푸르지오시티,,
394,세종특별자치시 어진동 2차푸르지오시티,,
395,세종특별자치시 어진동 2차푸르지오시티,,
396,세종특별자치시 어진동 호수의아침,,
397,세종특별자치시 어진동 푸르지오시티,,
398,세종특별자치시 어진동 푸르지오시티,,
399,세종특별자치시 어진동 푸르지오시티,,
400,세종특별자치시 어진동 호수의아침,,
401,세종특별자치시 어진동 푸르지오시티,,
402,세종특별자치시 어진동 2차푸르지오시티,,
403,세종특별자치시 어진동 푸르지오시티,,
404,세종특별자치시 어진동 푸르지오시티,,
405,세종특별자치시 조치원읍 침산리 258-6 1동(258-6),36.6042354194725,127.29413357007
406,세종특별자치시 어진동 호수의아침,,
407,세종특별자치시 어진동 2차푸르지오시티,,
408,세종특별자치시 어진동 푸르지오시티,,
409,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
410,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
411,세종특별자치시 어진동 푸르지오시티,,
412,세종특별자치시 어진동 호수의아침,,
413,세종특별자치시 어진동 2차푸르지오시티,,
414,세종특별자치시 어진동 2차푸르지오시티,,
415,세종특별자치시 어진동 2차푸르지오시티,,
416,세종특별자치시 어진동 2차푸르지오시티,,
417,세종특별자치시 어진동 푸르지오시티,,
418,세종특별자치시 어진동 2차푸르지오시티,,
419,세종특별자치시 어진동 푸르지오시티,,
420,세종특별자치시 어진동 푸르지오시티,,
421,세종특별자치시 어진동 호수의아침,,
422,세종특별자치시 어진동 2차푸르지오시티,,
423,세종특별자치시 어진동 호수의아침,,
424,세종특별자치시 어진동 푸르지오시티,,
425,세종특별자치시 어진동 호수의아침,,
426,세종특별자치시 어진동 2차푸르지오시티,,
427,세종특별자치시 어진동 푸르지오시티,,
428,세종특별자치시 조치원읍 상리 121-4 제이드팰리스,36.6022175243976,127.301764814479
429,세종특별자치시 어진동 푸르지오시티,,
430,세종특별자치시 어진동 2차푸르지오시티,,
431,세종특별자치시 어진동 푸르지오시티,,
432,세종특별자치시 어진동 푸르지오시티,,
433,세종특별자치시 어진동 푸르지오시티,,
434,세종특별자치시 어진동 호수의아침,,
435,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
436,세종특별자치시 어진동 푸르지오시티,,
437,세종특별자치시 어진동 호수의아침,,
438,세종특별자치시 어진동 호수의아침,,
439,세종특별자치시 어진동 호수의아침,,
440,세종특별자치시 어진동 2차푸르지오시티,,
441,세종특별자치시 어진동 2차푸르지오시티,,
442,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
443,세종특별자치시 어진동 2차푸르지오시티,,
444,세종특별자치시 어진동 2차푸르지오시티,,
445,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
446,세종특별자치시 어진동 호수의아침,,
447,세종특별자치시 어진동 푸르지오시티,,
448,세종특별자치시 어진동 2차푸르지오시티,,
449,세종특별자치시 어진동 푸르지오시티,,
450,세종특별자치시 어진동 푸르지오시티,,
451,세종특별자치시 어진동 호수의아침,,
452,세종특별자치시 어진동 2차푸르지오시티,,
453,세종특별자치시 어진동 2차푸르지오시티,,
454,세종특별자치시 어진동 2차푸르지오시티,,
455,세종특별자치시 어진동 2차푸르지오시티,,
456,세종특별자치시 어진동 푸르지오시티,,
457,세종특별자치시 어진동 호수의아침,,
458,세종특별자치시 어진동 2차푸르지오시티,,
459,세종특별자치시 어진동 2차푸르지오시티,,
460,세종특별자치시 어진동 푸르지오시티,,
461,세종특별자치시 어진동 푸르지오시티,,
462,세종특별자치시 어진동 푸르지오시티,,
463,세종특별자치시 어진동 2차푸르지오시티,,
464,세종특별자치시 어진동 2차푸르지오시티,,
465,세종특별자치시 어진동 푸르지오시티,,
466,세종특별자치시 어진동 호수의아침,,
467,세종특별자치시 어진동 푸르지오시티,,
468,세종특별자치시 어진동 푸르지오시티,,
469,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
470,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
471,세종특별자치시 어진동 2차푸르지오시티,,
472,세종특별자치시 어진동 2차푸르지오시티,,
473,세종특별자치시 어진동 푸르지오시티,,
474,세종특별자치시 어진동 푸르지오시티,,
475,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
476,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
477,세종특별자치시 어진동 푸르지오시티,,
478,세종특별자치시 어진동 2차푸르지오시티,,
479,세종특별자치시 어진동 푸르지오시티,,
480,세종특별자치시 어진동 2차푸르지오시티,,
481,세종특별자치시 어진동 2차푸르지오시티,,
482,세종특별자치시 어진동 2차푸르지오시티,,
483,세종특별자치시 어진동 푸르지오시티,,
484,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
485,세종특별자치시 어진동 2차푸르지오시티,,
486,세종특별자치시 나성동 더리치세종의아침,,
487,세종특별자치시 어진동 2차푸르지오시티,,
488,세종특별자치시 어진동 푸르지오시티,,
489,세종특별자치시 어진동 2차푸르지오시티,,
490,세종특별자치시 나성동 더리치세종의아침,,
491,세종특별자치시 어진동 2차푸르지오시티,,
492,세종특별자치시 어진동 푸르지오시티,,
493,세종특별자치시 어진동 2차푸르지오시티,,
494,세종특별자치시 어진동 푸르지오시티,,
495,세종특별자치시 어진동 푸르지오시티,,
496,세종특별자치시 어진동 푸르지오시티,,
497,세종특별자치시 어진동 2차푸르지오시티,,
498,세종특별자치시 어진동 2차푸르지오시티,,
499,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
500,세종특별자치시 어진동 푸르지오시티,,
501,세종특별자치시 어진동 푸르지오시티,,
502,세종특별자치시 어진동 2차푸르지오시티,,
503,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
504,세종특별자치시 어진동 2차푸르지오시티,,
505,세종특별자치시 어진동 푸르지오시티,,
506,세종특별자치시 어진동 호수의아침,,
507,세종특별자치시 어진동 2차푸르지오시티,,
508,세종특별자치시 어진동 푸르지오시티,,
509,세종특별자치시 어진동 푸르지오시티,,
510,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
511,세종특별자치시 어진동 푸르지오시티,,
512,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
513,세종특별자치시 어진동 2차푸르지오시티,,
514,세종특별자치시 어진동 푸르지오시티,,
515,세종특별자치시 어진동 2차푸르지오시티,,
516,세종특별자치시 어진동 푸르지오시티,,
517,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
518,세종특별자치시 어진동 푸르지오시티,,
519,세종특별자치시 어진동 푸르지오시티,,
520,세종특별자치시 어진동 푸르지오시티,,
521,세종특별자치시 조치원읍 상리 121-4 제이드팰리스,36.6022175243976,127.301764814479
522,세종특별자치시 어진동 2차푸르지오시티,,
523,세종특별자치시 나성동 마들렌,,
524,세종특별자치시 어진동 푸르지오시티,,
525,세종특별자치시 어진동 푸르지오시티,,
526,세종특별자치시 어진동 호수의아침,,
527,세종특별자치시 어진동 푸르지오시티,,
528,세종특별자치시 어진동 2차푸르지오시티,,
529,세종특별자치시 어진동 푸르지오시티,,
530,세종특별자치시 어진동 푸르지오시티,,
531,세종특별자치시 어진동 푸르지오시티,,
532,세종특별자치시 어진동 푸르지오시티,,
533,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
534,세종특별자치시 어진동 푸르지오시티,,
535,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
536,세종특별자치시 어진동 2차푸르지오시티,,
537,세종특별자치시 어진동 푸르지오시티,,
538,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
539,세종특별자치시 어진동 푸르지오시티,,
540,세종특별자치시 어진동 푸르지오시티,,
541,세종특별자치시 어진동 푸르지오시티,,
542,세종특별자치시 어진동 푸르지오시티,,
543,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
544,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
545,세종특별자치시 어진동 2차푸르지오시티,,
546,세종특별자치시 어진동 2차푸르지오시티,,
547,세종특별자치시 어진동 2차푸르지오시티,,
548,세종특별자치시 어진동 푸르지오시티,,
549,세종특별자치시 어진동 푸르지오시티,,
