,주소,위도,경도
0,세종특별자치시 어진동 푸르지오시티,,
1,세종특별자치시 어진동 푸르지오시티,,
2,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
3,세종특별자치시 어진동 푸르지오시티,,
4,세종특별자치시 어진동 푸르지오시티,,
5,세종특별자치시 어진동 푸르지오시티,,
6,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
7,세종특별자치시 어진동 푸르지오시티,,
8,세종특별자치시 어진동 2차푸르지오시티,,
9,세종특별자치시 어진동 2차푸르지오시티,,
10,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
11,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
12,세종특별자치시 어진동 2차푸르지오시티,,
13,세종특별자치시 어진동 푸르지오시티,,
14,세종특별자치시 어진동 푸르지오시티,,
15,세종특별자치시 어진동 푸르지오시티,,
16,세종특별자치시 어진동 푸르지오시티,,
17,세종특별자치시 어진동 푸르지오시티,,
18,세종특별자치시 어진동 푸르지오시티,,
19,세종특별자치시 어진동 푸르지오시티,,
20,세종특별자치시 어진동 푸르지오시티,,
21,세종특별자치시 어진동 2차푸르지오시티,,
22,세종특별자치시 어진동 푸르지오시티,,
23,세종특별자치시 어진동 2차푸르지오시티,,
24,세종특별자치시 어진동 호수의아침,,
25,세종특별자치시 조치원읍 남리 37-4 주건축물제1동(37-4),36.5979822290319,127.297763897015
26,세종특별자치시 조치원읍 남리 37-4 주건축물제1동(37-4),36.5979822290319,127.297763897015
27,세종특별자치시 조치원읍 남리 37-4 주건축물제1동(37-4),36.5979822290319,127.297763897015
28,세종특별자치시 조치원읍 남리 37-4 주건축물제1동(37-4),36.5979822290319,127.297763897015
29,세종특별자치시 어진동 푸르지오시티,,
30,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
31,세종특별자치시 어진동 2차푸르지오시티,,
32,세종특별자치시 어진동 푸르지오시티,,
33,세종특별자치시 어진동 푸르지오시티,,
34,세종특별자치시 어진동 푸르지오시티,,
35,세종특별자치시 어진동 2차푸르지오시티,,
36,세종특별자치시 어진동 2차푸르지오시티,,
37,세종특별자치시 어진동 2차푸르지오시티,,
38,세종특별자치시 어진동 호수의아침,,
39,세종특별자치시 어진동 푸르지오시티,,
40,세종특별자치시 어진동 호수의아침,,
41,세종특별자치시 어진동 푸르지오시티,,
42,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
43,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
44,세종특별자치시 어진동 2차푸르지오시티,,
45,세종특별자치시 어진동 푸르지오시티,,
46,세종특별자치시 나성동 더리치세종의아침,,
47,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
48,세종특별자치시 나성동 마들렌,,
49,세종특별자치시 어진동 2차푸르지오시티,,
50,세종특별자치시 어진동 호수의아침,,
51,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
52,세종특별자치시 어진동 푸르지오시티,,
53,세종특별자치시 어진동 푸르지오시티,,
54,세종특별자치시 어진동 푸르지오시티,,
55,세종특별자치시 어진동 호수의아침,,
56,세종특별자치시 어진동 푸르지오시티,,
57,세종특별자치시 어진동 푸르지오시티,,
58,세종특별자치시 어진동 2차푸르지오시티,,
59,세종특별자치시 나성동 더리치세종의아침,,
60,세종특별자치시 어진동 2차푸르지오시티,,
61,세종특별자치시 어진동 푸르지오시티,,
62,세종특별자치시 어진동 2차푸르지오시티,,
63,세종특별자치시 어진동 2차푸르지오시티,,
64,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
65,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
66,세종특별자치시 어진동 푸르지오시티,,
67,세종특별자치시 어진동 푸르지오시티,,
68,세종특별자치시 어진동 푸르지오시티,,
69,세종특별자치시 어진동 2차푸르지오시티,,
70,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
71,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
72,세종특별자치시 어진동 푸르지오시티,,
73,세종특별자치시 어진동 푸르지오시티,,
74,세종특별자치시 어진동 푸르지오시티,,
75,세종특별자치시 어진동 푸르지오시티,,
76,세종특별자치시 어진동 2차푸르지오시티,,
77,세종특별자치시 도담동 246-5 세종한신휴시티,36.534648006743,127.262943477771
78,세종특별자치시 나성동 마들렌,,
79,세종특별자치시 어진동 푸르지오시티,,
80,세종특별자치시 나성동 713 세진이너스빌,36.4832067851235,127.259696701244
81,세종특별자치시 어진동 푸르지오시티,,
82,세종특별자치시 어진동 푸르지오시티,,
